rawName,type,offsetStart,offsetEnd,nerd_selection_score,wikipediaExternalRef,wikidataId
milice,,312830,312836,0.4922,58395,Q153936
Londres,,312999,313006,0.7467,4924,Q84
Paris,LOCATION,313270,313275,0.7837,681159,Q90
Charles,PERSON,313287,313294,0,,
Crléans et Paris,ORGANISATION,313397,313413,0,,
Melun,LOCATION,313441,313446,0.764,11698,Q41139
Paris,,313461,313466,0.5627,681159,Q90
Pain,BUSINESS,313492,313496,0,,
Paris,LOCATION,313561,313566,0.7837,681159,Q90
Paris,LOCATION,313777,313782,0.7837,681159,Q90
gons,,313804,313808,0.7746,695604,Q208528
Paris,LOCATION,313862,313867,0.7837,681159,Q90
Vallat,BUSINESS,314103,314109,0.3547,4914517,Q1767475
ligne bleue des Vosges,,314298,314320,0.9832,3517400,Q3239260
Février,BUSINESS,314338,314345,0,,
Pierlot,PERSON,314431,314438,0,,
catholiques libéraux,,314524,314544,0.8937,52762,Q7882537
espèce,,314811,314817,0.7688,1072,Q7432
agrégation,,315142,315152,0.4063,36434,Q397610
séminaire,,315187,315196,0.4784,233909,Q14911880
Anglais,,315371,315378,0.4857,5539,Q1860
Anglais,,315404,315411,0.4857,5539,Q1860
dominicain,,315471,315481,0.6396,53127,Q131479
complexe d'infériorité,,315593,315615,0.9051,525363,Q319763
Serra,ORGANISATION,315748,315753,0,,
Paris,LOCATION,315758,315763,0.7837,681159,Q90
Paris,LOCATION,315927,315932,0.7837,681159,Q90
délégation spéciale,,316005,316024,0.9295,2490385,Q3043435
vus,,316089,316092,0.6734,141745,Q192152
Sdouard,BUSINESS,316105,316112,0,,
parti républicain,,316487,316504,0.9317,19747,Q29468
SFIo,LOCATION,316620,316624,0.7876,34760,Q1332068
Crégoire,BUSINESS,317367,317375,0,,
communisme,,317615,317625,0.6194,5349064,Q6186
esprit critique,,317741,317756,0.6187,690865,Q17955
serein,,317837,317843,0.566,638659,Q594824
hea,,318063,318066,0.3516,25381,Q33547
scolastique,,318195,318206,0.7906,70310,Q41679
CL,ORGANISATION,318236,318238,0,,
conseil municipal,,318253,318270,0.9276,3634863,Q2647159
champ libre,,318889,318900,0.9349,1038224,Q2838429
Mhenri Martin,PERSON,319027,319040,0,,
Paris,,319823,319828,0.5627,681159,Q90
délégation spéciale,,320450,320469,0.9295,2490385,Q3043435
calvaire,,320671,320679,0.5324,2919027,Q371752
Allemagns,LOCATION,320702,320711,0,,
agon,,320734,320738,0.4553,2977766,Q395257
Mamers,LOCATION,321319,321325,0.8148,188986,Q645085
Delsol,BUSINESS,321435,321441,0,,
Caen,LOCATION,321500,321504,0.7777,700,Q41185
Anglais,,321516,321523,0.4857,5539,Q1860
Palton,LOCATION,321550,321556,0,,
IaF,ORGANISATION,322106,322109,0.5642,922582,Q462211
Paris,LOCATION,322299,322304,0.7837,681159,Q90
Joly Secrétaire,PERSON,322881,322896,0,,
Paris,LOCATION,323551,323556,0.7837,681159,Q90
scrutin de liste,,323611,323627,0.5552,112091,Q13365595
Albert,PERSON,323931,323937,0,,
genre,,324715,324720,0.552,29592,Q34740
Delsol,BUSINESS,324764,324770,0,,
inflation,,324837,324846,0.6565,15763,Q35865
déflation,,324853,324862,0.6628,7195,Q161081
Paris,LOCATION,325007,325012,0.7837,681159,Q90
allemande,,325035,325044,0.5225,1590005,Q183
Paris,LOCATION,325074,325079,0.7837,681159,Q90
Anglais,,325176,325183,0.4857,5539,Q1860
Allemand,,325532,325540,0.3777,1590005,Q183
bénin,,326347,326352,0.6681,405,Q962
croix de lorraine,,326485,326502,0.5494,40037,Q166208
vienne,,327164,327170,0.4994,15839,Q1741
dominicain,,327246,327256,0.6396,53127,Q131479
Seine,,327430,327435,0.4247,2763,Q1471
fascistes,,327681,327690,0.513,1135,Q6223
Chartres,LOCATION,327850,327858,0.7829,9975,Q130272
IsF,LOCATION,327882,327885,0.5632,76327,Q3149543
Milice,LOCATION,327948,327954,0.3867,83321,Q579564
Laval,,328076,328081,0.4209,10423,Q184154
Pétain,,328114,328120,0.6218,2516,Q5721
ichy,,328157,328161,0.7657,188287,Q1611599
Paris,,328757,328762,0.5627,681159,Q90
Lachaux,BUSINESS,329068,329075,0.7064,101898,Q1218291
Ministère des Anciens Combattants,,329151,329184,0.8752,641640,Q75706
anciens combattants,,329298,329317,0.5838,2306484,Q193891
Déportés,BUSINESS,329394,329402,0,,
Lachaux,BUSINESS,329514,329521,0.7064,101898,Q1218291
Seine,,329554,329559,0.4247,2763,Q1471
Pards,BUSINESS,329678,329683,0,,
Seine,,329706,329711,0.4247,2763,Q1471
Lachaux,,329732,329739,0.5833,101898,Q1218291
Lachaux,,330064,330071,0.5833,101898,Q1218291
Paris,,330469,330474,0.5627,681159,Q90
brusque,,330634,330641,0.4558,1184680,Q329488
Paris,,330960,330965,0.5627,681159,Q90
souris grises,,331093,331106,0.9256,109388,Q83310
calot,,331187,331192,0.5698,4479449,Q645919
français,,331233,331241,0.647,1095,Q142
Chartres,LOCATION,331288,331296,0.7829,9975,Q130272
vus,,331312,331315,0.6734,141745,Q192152
Ajax,PERSON,331626,331630,0,,
eems,,331983,331987,0.6868,247598,Q1648
Revel,,332047,332052,0.4074,414807,Q496066
espère,,332374,332380,0.5662,474089,Q1321617
trompes,,332534,332541,0.4298,390786,Q1431515
Paris,LOCATION,332729,332734,0.7837,681159,Q90
Delsol,BUSINESS,332826,332832,0,,
Alençon,LOCATION,332939,332946,0.7897,10866,Q181269
Chartres,LOCATION,332951,332959,0.7829,9975,Q130272
gia,,333237,333240,0.5901,291144,Q1125408
Argentan,BUSINESS,333352,333360,0.8602,93653,Q207622
allemande,,333385,333394,0.5225,1590005,Q183
Mortain,BUSINESS,333398,333405,0.8079,18327,Q325187
juif,,333769,333773,0.5462,2350680,Q7325
Sstigoin,BUSINESS,333929,333937,0,,
pédéraste,,333965,333974,0.7232,22908,Q211354
Stias,BUSINESS,334027,334032,0,,
Revel,,334066,334071,0.4074,414807,Q496066
Laval,,334252,334257,0.4209,10423,Q184154
Laval,,334338,334343,0.4209,10423,Q184154
avocat,,334762,334768,0.6304,57147,Q40348
Argenteuil,LOCATION,334830,334840,0.6236,147510,Q181946
briquet,,334856,334863,0.5954,94927,Q20459
Crois de Lorraine,BUSINESS,335537,335554,0,,
mandat impératif,,335615,335631,0.9945,118432,Q645728
Croix de Lorraine,,335788,335805,0.9599,40037,Q166208
faucille,,335848,335856,0.6188,218957,Q42233
Conseil Municipal,,336103,336120,0.9276,3634863,Q2647159
rende,,336183,336188,0.6464,583084,Q53946
conseil municipal,,336311,336328,0.9276,3634863,Q2647159
CEn,,336361,336364,0.4208,77989,Q648403
électricité,,336513,336524,0.5301,3432,Q12725
Paris,LOCATION,336635,336640,0.7837,681159,Q90
Police,LOCATION,336691,336697,0,,
chute de Paris,,336786,336800,0.4612,815236,Q690489
Algèbre,,336825,336832,0.5432,7143,Q3968
artilleur,,336963,336972,0.5818,57485,Q64418
Rater,BUSINESS,337034,337039,0,,
Robert,LOCATION,337062,337068,0,,
Delsol,BUSINESS,337204,337210,0,,
Laval,BUSINESS,337625,337630,0.496,10423,Q184154
Paris,LOCATION,337757,337762,0.7837,681159,Q90
américain,,337776,337785,0.6921,1377936,Q30
Pierlot,BUSINESS,337849,337856,0,,
Lachaux,LOCATION,337860,337867,0.7064,101898,Q1218291
France,LOCATION,337974,337980,0.7527,1095,Q142
ci-devant,,338252,338261,0.6433,143024,Q2883653
Février,PERSON,338350,338357,0,,
Paris,LOCATION,338481,338486,0.7837,681159,Q90
Paris,LOCATION,338566,338571,0.7837,681159,Q90
vienne,,338638,338644,0.4994,15839,Q1741
Orléans,LOCATION,338759,338766,0.7504,7989,Q6548
